system:index,AMOSTRAS,AMOSTRA_AM,BioNB,CARTA_2,CLASS_2022,DECLIVIDAD,LAT,LON,NEW_PROB,NEW_WEIGHT,PESO_VOT,PROB_AMOS2,StateNB,TARGETID,VAL_PESO,classification,reference,year,.geo
00000000000000005031_0,,0,4,SA-23-Z,PRAIA E DUNA,D1,-2.58409159,-42.9191169,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,2703,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005062_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.55256073,-43.0883595,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,13653,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005073_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.60969358,-42.9918805,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17103,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005079_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.55202174,-43.1549247,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17115,0.3333333333333333,25,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050d1_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.6234378,-42.8363821,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17258,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050ff_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.44341542,-43.1940014,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17347,0.3333333333333333,25,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005104_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.48518708,-42.9646615,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,11728,0.3333333333333333,25,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000513e_0,,0,4,SA-23-Z,PRAIA E DUNA,D3,-2.55795062,-42.9067202,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,12042,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005148_0,,0,4,SA-23-Z,PRAIA E DUNA,D3,-2.65793311,-43.0234113,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17460,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005155_0,,0,4,SA-23-Z,PRAIA E DUNA,D3,-2.48168365,-43.1268973,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17478,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005157_0,,0,4,SA-23-Z,PRAIA E DUNA,D4,-2.52507228,-43.1592366,1.1699780044135136E-5,56424.67187500017,4.799909761696466E-6,1.4399729285089397E-5,21.0,17483,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000515a_0,,0,4,SA-23-Z,PRAIA E DUNA,D4,-2.68919448,-43.0269148,1.1699780044135136E-5,56424.67187500017,4.799909761696466E-6,1.4399729285089397E-5,21.0,2972,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005161_0,,0,4,SA-23-Z,PRAIA E DUNA,D5,-2.37765874,-43.2511343,2.4213075060532688E-4,4130.0,8.071025020177562E-5,2.4213075060532688E-4,21.0,12211,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b11_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.80436307,-44.9087955,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16628,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b18_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-2.78243961,-44.2787171,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16649,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b25_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.27453672,-44.7988417,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16693,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b27_0,Treinamento,1,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.20824105,-44.9858709,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16696,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b76_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.14329286,-44.958113,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16840,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c54_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D3,-2.86328798,-44.3226447,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17444,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fb5_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.5343295,-42.5652705,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16686,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fd0_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.81756831,-42.7021738,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,14142,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005014_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.27022481,-42.2763723,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,1831,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000513c_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D3,-2.83822499,-43.8922619,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17438,0.3333333333333333,12,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005154_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D3,-2.60807661,-43.8448308,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,3894,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005aab_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.66934629,-42.6636361,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,22.0,16874,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050ed_0,,0,4,SA-23-Z,APICUM,D2,-2.40622517,-43.3406065,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,2526,1,12,32,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bf6_0,,0,4,SA-23-Z,FORMAÇÃO CAMPESTRE,D2,-3.76582535,-44.3644164,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,17153,1,21,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005018_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.13251307,-43.5475783,1.1945065471771139E-5,60305.96763411252,1.4073889021195698E-5,1.4073889021195698E-5,21.0,16920,1,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005063_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-2.4692869,-43.3635135,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,2820,1,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c44_0,,0,1,SA-23-Z,MANGUE,D2,-2.27066939,-44.607231,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,17369,1,6,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c00_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.71273492,-44.183855,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,21.0,17186,0.5,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005664_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.71677733,-42.2505009,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,22.0,17056,0.5,4,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bfe_0,,0,1,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.20851055,-44.2913834,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,21.0,17181,0.5,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c06_0,,0,1,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.4693813,-44.78375,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17212,0.3333333333333333,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c55_0,Treinamento,1,1,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.41063149,-44.9454467,1.1349142731664706E-5,56646.228228228174,7.077274400083047E-6,1.4154548800166094E-5,21.0,17446,0.5,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005118_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.33166957,-42.4213604,1.1349142731664706E-5,56646.228228228174,7.077274400083047E-6,1.4154548800166094E-5,21.0,11744,0.5,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005abf_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.5990082,-42.0084947,1.1349142731664706E-5,56646.228228228174,7.077274400083047E-6,1.4154548800166094E-5,22.0,12166,0.5,4,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005666_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.82214972,-42.1462065,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,22.0,17104,0.5,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b1a_0,,0,1,SA-23-Z,PASTAGEM,D1,-2.38224015,-44.7710837,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16655,0.5,6,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b66_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D1,-3.42626217,-44.4495767,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16813,0.5,3,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005ab3_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.68174304,-42.1604897,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,22.0,17032,0.5,4,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fbc_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.62002878,-43.614413,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,223,0.5,3,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b2d_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.42275874,-44.3401619,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16706,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b52_0,Treinamento,1,1,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-2.52776722,-44.9977287,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16779,0.3333333333333333,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b5a_0,Treinamento,1,1,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.05705459,-44.0421009,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16796,0.3333333333333333,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bd8_0,,0,1,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-2.55175224,-44.8990936,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17083,0.3333333333333333,6,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bff_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.7534286,-44.5851325,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17185,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c01_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.47989159,-44.2924613,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17187,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c18_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.42060278,-44.0582705,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17263,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000506a_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.08750748,-42.54425,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17079,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000510e_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.72513167,-43.7235583,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,12993,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005125_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.53864141,-43.4120225,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17405,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005ab8_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.60628455,-42.1340792,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,17193,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000501d_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.35322914,-42.8945929,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16927,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fe8_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D1,-3.45725405,-43.5327561,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16818,0.5,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050b6_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-2.82690621,-42.7118756,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,2407,1,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005101_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.47423221,-43.9787696,1.0946847778015985E-5,55301.69792534376,1.4069391242564806E-5,1.4069391242564806E-5,21.0,17349,1,4,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000506b_0,,0,4,SA-23-Z,PRAIA E DUNA,D2,-2.48383961,-43.0428149,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17080,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b5b_0,Treinamento,1,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.24623979,-44.9856014,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16800,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005aa8_0,,0,4,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.25782806,-42.0615852,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,22.0,16767,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
