system:index,AMOSTRAS,AMOSTRA_AM,BioNB,CARTA_2,CLASS_2022,DECLIVIDAD,LAT,LON,NEW_PROB,NEW_WEIGHT,PESO_VOT,PROB_AMOS2,StateNB,TARGETID,VAL_PESO,classification,reference,year,.geo
0000000000000000514c_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.63943239,-43.6343556,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17464,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000514d_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.37829213,-43.8469868,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,11911,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000514f_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.61841181,-43.8914534,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,13900,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005158_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D4,-3.63619845,-43.2503258,1.1699780044135136E-5,56424.67187500017,4.799909761696466E-6,1.4399729285089397E-5,21.0,17484,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000515e_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D4,-3.89814719,-43.8092575,1.1699780044135136E-5,56424.67187500017,4.799909761696466E-6,1.4399729285089397E-5,21.0,17493,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005659_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.49606127,-42.0254729,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,22.0,16794,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005677_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D3,-3.97441416,-42.0898821,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,22.0,17476,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005aa7_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.54699575,-42.2523873,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,22.0,16753,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005aad_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.71516037,-42.092038,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,22.0,15,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005ab5_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D2,-3.57583167,-42.26694,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,17169,0.3333333333333333,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bea_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.51061398,-44.8155503,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17120,0.3333333333333333,11,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f8e_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-2.83364358,-43.211788,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16623,0.3333333333333333,3,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f8f_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.04870026,-42.54425,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16627,0.5,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f91_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.93587643,-43.3422234,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,404,0.3333333333333333,3,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f9e_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.31172697,-42.543172,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16650,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fa1_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.06433094,-43.1789097,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,82,0.5,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fa3_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.26294845,-42.5771283,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16658,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fb1_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-2.56334051,-43.4990693,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16681,0.3333333333333333,3,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fb3_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-2.69727932,-43.038503,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16684,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fbe_0,,0,4,SA-23-Z,FLORESTA PLANTADA,D1,-3.26429593,-42.842311,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16703,0.5,9,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fc2_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.78981037,-43.0544032,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16714,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fda_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-2.99507083,-42.8517433,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16771,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fde_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D1,-3.84370928,-42.9064507,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16784,0.5,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ff3_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D1,-3.72620964,-42.9681649,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16844,0.5,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fff_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-2.80938907,-43.2026252,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,15306,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005002_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.42760964,-43.3823781,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16879,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000502a_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.2306091,-42.6118931,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,15981,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005032_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.25621109,-42.9129186,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16961,0.3333333333333333,3,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005037_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D1,-3.20419863,-42.7385556,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16976,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000503a_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.00800657,-43.1134225,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,16980,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005040_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.08400405,-42.4612456,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,11413,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005048_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.22548871,-42.6461189,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,799,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005058_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-2.59406289,-43.4095971,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,14049,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005078_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-2.90505964,-43.0042772,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,2383,0.3333333333333333,12,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050bc_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.16000152,-43.8079101,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,21.0,17227,0.5,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050ec_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.05894105,-43.1697469,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17251,0.3333333333333333,4,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050fd_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.02013383,-42.3275763,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17344,0.3333333333333333,21,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000510b_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.87955206,-43.0207164,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,3207,0.3333333333333333,21,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000511c_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D3,-3.37694466,-43.5707548,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,13436,0.3333333333333333,3,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005129_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D3,-3.86850279,-43.7222108,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,1815,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005661_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.97306668,-42.1111722,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,16995,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005662_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.95339358,-42.1957935,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,16997,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005663_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D2,-3.97198871,-42.5488314,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,17041,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005673_0,,0,4,SA-23-Z,FORMAÇÃO SAVÂNICA,D3,-3.99139232,-42.06967,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,22.0,17424,0.3333333333333333,4,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bd2_0,Treinamento,1,1,SA-23-Z,INFRAESTRUTURA URBANA,D2,-2.50647715,-44.2399099,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17072,0.3333333333333333,24,24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bf5_0,,0,1,SA-23-Z,INFRAESTRUTURA URBANA,D2,-2.97000784,-44.3167158,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17150,0.3333333333333333,24,24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c36_0,Treinamento,1,1,SA-23-Z,INFRAESTRUTURA URBANA,D2,-2.54851831,-44.1924788,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,21.0,16881,0.5,24,24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c58_0,,0,1,SA-23-Z,INFRAESTRUTURA URBANA,D3,-2.44880531,-44.0973473,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,17455,0.3333333333333333,24,24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fa6_0,,0,4,SA-23-Z,INFRAESTRUTURA URBANA,D1,-3.73294701,-43.3618965,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16664,0.3333333333333333,24,24,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b73_0,,0,1,SA-23-Z,MANGUE,D1,-2.57816271,-43.9305301,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16837,0.3333333333333333,5,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bc1_0,,0,1,SA-23-Z,MANGUE,D2,-2.30866813,-44.6880794,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17019,0.3333333333333333,5,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bd4_0,,0,1,SA-23-Z,MANGUE,D2,-2.4692869,-43.810066,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17074,0.3333333333333333,5,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c2c_0,,0,1,SA-23-Z,MANGUE,D2,-2.54070296,-43.8189594,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17310,0.3333333333333333,5,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b38_0,,0,1,SA-23-Z,"RIO, LAGO E OCEANO",D1,-3.79466127,-44.8039621,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16729,0.3333333333333333,33,33,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b4f_0,,0,1,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-2.19089899,-44.9222702,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16775,0.5,3,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b16_0,,0,1,SA-23-Z,PASTAGEM,D1,-3.45752354,-44.5740832,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16641,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b1d_0,,0,1,SA-23-Z,PASTAGEM,D1,-3.53971939,-44.5765086,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16663,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b47_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D1,-3.95447156,-44.5695018,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16761,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b50_0,,0,1,SA-23-Z,PASTAGEM,D1,-2.58948148,-44.9527231,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16776,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b5f_0,,0,1,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-3.79169683,-44.9637723,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,16805,0.5,11,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b85_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D1,-3.88628943,-44.358218,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16873,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b8c_0,Treinamento,1,1,SA-23-Z,PASTAGEM,D1,-3.96066993,-44.8492371,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16889,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b9b_0,,0,4,SA-23-Z,PASTAGEM,D1,-3.54133636,-44.4711362,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16922,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004b9c_0,,0,1,SA-23-Z,PASTAGEM,D1,-3.4297656,-44.8115079,1.1945065471771139E-5,60305.96763411252,7.036944510597849E-6,1.4073889021195698E-5,21.0,17443,0.5,11,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ba0_0,,0,4,SA-23-Z,PASTAGEM,D1,-3.51303943,-44.0119175,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16943,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004ba2_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D1,-3.85610603,-44.157714,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16950,0.3333333333333333,3,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bab_0,,0,4,SA-23-Z,PASTAGEM,D1,-3.48285603,-44.1946348,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16971,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bb3_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.96498185,-44.0178464,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,16988,0.3333333333333333,3,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bb6_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.85556705,-44.385437,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,16996,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004be2_0,,0,1,SA-23-Z,PASTAGEM,D2,-2.66224502,-44.1846635,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17099,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004be3_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.08050062,-44.30917,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17101,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004be8_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D2,-3.34487481,-44.2199673,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17114,0.3333333333333333,21,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bef_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.61922029,-44.6764911,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17129,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bf3_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.96767679,-44.7042491,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17146,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004bfd_0,Treinamento,1,4,SA-23-Z,PASTAGEM,D2,-3.86014845,-44.535276,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17180,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c0a_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.24597029,-44.3223752,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17217,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c0d_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.50630206,-44.5199148,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17226,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c13_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.94881217,-44.8888529,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17249,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c23_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.90111163,-44.4137339,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17287,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c26_0,,0,1,SA-23-Z,PASTAGEM,D2,-3.19773076,-44.4129254,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17295,0.3333333333333333,11,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004c2b_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.81945477,-44.5188368,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17309,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004fc4_0,,0,4,SA-23-Z,FORMAÇÃO FLORESTAL,D1,-2.96731289,-43.6181859,1.1945065471771139E-5,60305.96763411252,1.4073889021195698E-5,1.4073889021195698E-5,21.0,13323,1,15,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000501c_0,,0,4,SA-23-Z,PASTAGEM,D1,-3.16781686,-43.6621135,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16926,0.3333333333333333,12,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000504a_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.4197943,-42.2054953,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17022,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000505a_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D2,-3.5195073,-43.1576196,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,17046,0.3333333333333333,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000505d_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D2,-3.56639936,-43.0360776,1.0946847778015985E-5,55301.69792534376,7.034695621282403E-6,1.4069391242564806E-5,21.0,17054,0.5,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050ba_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.6787786,-43.9741882,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,15089,0.3333333333333333,3,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050e9_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.00315567,-43.8887584,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,3401,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000050f7_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.92455766,-43.9941308,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,21.0,15414,0.3333333333333333,4,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000511f_0,,0,4,SA-23-Z,LAVOURA TEMPORÁRIA,D3,-3.6488647,-42.8032343,1.1349142731664706E-5,56646.228228228174,7.077274400083047E-6,1.4154548800166094E-5,21.0,17395,0.5,39,19,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000512a_0,,0,4,SA-23-Z,PASTAGEM,D3,-3.1263147,-42.8945929,1.1349142731664706E-5,56646.228228228174,4.718182933388697E-6,1.4154548800166094E-5,21.0,16540,0.3333333333333333,3,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000515d_0,,0,4,SA-23-Z,PASTAGEM,D4,-3.63080856,-44.1566361,1.1699780044135136E-5,56424.67187500017,4.799909761696466E-6,1.4399729285089397E-5,21.0,2481,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000566b_0,,0,4,SA-23-Z,PASTAGEM,D2,-3.76771181,-42.1825882,1.0946847778015985E-5,55301.69792534376,4.689797080854935E-6,1.4069391242564806E-5,22.0,14187,0.3333333333333333,15,15,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f90_0,,0,4,SA-23-Z,PRAIA E DUNA,D1,-2.68569105,-42.5986879,1.1945065471771139E-5,60305.96763411252,4.6912963403985656E-6,1.4073889021195698E-5,21.0,16630,0.3333333333333333,23,23,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
